id,tipo,clasificacion,descripcionresumida,responsable,calle,altura,letra,bis,coordenadax,coordenaday,GEOJSON
103243,Cámara,Domo MR,Humberto Primo e Iguazu,Mantenimiento de Cámaras,HUMBERTO PRIMERO                                  ,1610,,0,5435852.88989462,6356811.47663614,"{ ""type"": ""Feature"", ""properties"": { ""id"": 103243, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""Humberto Primo e Iguazu"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""HUMBERTO PRIMERO                                  "", ""altura"": 1610, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435852.889895, ""coordenaday"": 6356811.476636 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685858, -32.929646 ] } }"
103244,Cámara,Domo MR,Humberto Primo y Florida,Mantenimiento de Cámaras,HUMBERTO PRIMERO                                  ,1412,,0,5436090.59346631,6356823.10830402,"{ ""type"": ""Feature"", ""properties"": { ""id"": 103244, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""Humberto Primo y Florida"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""HUMBERTO PRIMERO                                  "", ""altura"": 1412, ""letra"": """", ""bis"": 0, ""coordenadax"": 5436090.593466, ""coordenaday"": 6356823.108304 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.683316, -32.929555 ] } }"
103245,Cámara,Domo MR,Tte Agneta y Navarro,Mantenimiento de Cámaras,NAVARRO PRESB. DR. JULIAN                         ,5588,,0,5434526.78422441,6356648.78240985,"{ ""type"": ""Feature"", ""properties"": { ""id"": 103245, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""Tte Agneta y Navarro"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""NAVARRO PRESB. DR. JULIAN                         "", ""altura"": 5588, ""letra"": """", ""bis"": 0, ""coordenadax"": 5434526.784224, ""coordenaday"": 6356648.782410 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.700048, -32.931034 ] } }"
104318,Cámara,Domo MR,LINIERS y COCHABAMBA,Mantenimiento de Cámaras,LINIERS SANTIAGO A DE                             ,1785,,0,5434726.13700155,6354632.59682744,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104318, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""LINIERS y COCHABAMBA"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""LINIERS SANTIAGO A DE                             "", ""altura"": 1785, ""letra"": """", ""bis"": 0, ""coordenadax"": 5434726.137002, ""coordenaday"": 6354632.596827 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698059, -32.949225 ] } }"
104319,Cámara,Domo MR,ITUZAINGO y CAMILO ALDAO,Mantenimiento de Cámaras,ALDAO CAMILO                                      ,2014,,0,5434951.95042325,6354339.43405163,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104319, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""ITUZAINGO y CAMILO ALDAO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""ALDAO CAMILO                                      "", ""altura"": 2014, ""letra"": """", ""bis"": 0, ""coordenadax"": 5434951.950423, ""coordenaday"": 6354339.434052 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.695665, -32.951881 ] } }"
104320,Cámara,Domo MR,RIOBAMBA y TTE. AGNETA,Mantenimiento de Cámaras,RIOBAMBA                                          ,5616,,0,5434595.50442388,6354097.68922006,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104320, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""RIOBAMBA y TTE. AGNETA"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""RIOBAMBA                                          "", ""altura"": 5616, ""letra"": """", ""bis"": 0, ""coordenadax"": 5434595.504424, ""coordenaday"": 6354097.689220 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.699494, -32.954040 ] } }"
104321,Cámara,Domo MR,GALVEZ JOSE y TTE. AGNETA ,Mantenimiento de Cámaras,AGNETA TTE. ALFREDO                               ,2712,,0,5434625.92570909,6353412.4646831,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104321, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""GALVEZ JOSE y TTE. AGNETA "", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""AGNETA TTE. ALFREDO                               "", ""altura"": 2712, ""letra"": """", ""bis"": 0, ""coordenadax"": 5434625.925709, ""coordenaday"": 6353412.464683 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.699217, -32.960220 ] } }"
104322,Cámara,Domo MR,RICARDO NUÑEZ y CARRASCO (ex COSTANERA),Mantenimiento de Cámaras,CARRASCO EUDORO                                   ,3230,,0,5435652.83297466,6361797.4208944,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104322, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""RICARDO NUÑEZ y CARRASCO (ex COSTANERA)"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""CARRASCO EUDORO                                   "", ""altura"": 3230, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435652.832975, ""coordenaday"": 6361797.420894 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.687650, -32.884680 ] } }"
104315,Cámara,Domo MR,LARRECHEA y MANUEL GARCIA,Mantenimiento de Cámaras,LARRECHEA PEDRO T DE,0,,0,5433396.87,6360232.59,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104315, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""LARRECHEA y MANUEL GARCIA"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""LARRECHEA PEDRO T DE"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433396.870000, ""coordenaday"": 6360232.590000 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.711869, -32.898654 ] } }"
104314,Cámara,Domo MR,CAVIA y GHIRALDO,Mantenimiento de Cámaras,CAVIA PEDRO F SAENZ DE,0,,0,5433669.17,6360079.69,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104314, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""CAVIA y GHIRALDO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""CAVIA PEDRO F SAENZ DE"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433669.170000, ""coordenaday"": 6360079.690000 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.708970, -32.900049 ] } }"
104316,Cámara,Domo MR,CASIANO CASAS y SUPERI,Mantenimiento de Cámaras,CASAS CASIANO,0,,0,5433135.72,6360421.24,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104316, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""CASIANO CASAS y SUPERI"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""CASAS CASIANO"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433135.720000, ""coordenaday"": 6360421.240000 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.714647, -32.896937 ] } }"
104330,Cámara,Domo MR,ENTRE RIOS y CERRITO,Mantenimiento de Cámaras,CERRITO                                           ,1312,,0,5439700.23088014,6353332.28073947,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104330, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""ENTRE RIOS y CERRITO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""CERRITO                                           "", ""altura"": 1312, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439700.230880, ""coordenaday"": 6353332.280739 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644953, -32.961235 ] } }"
104328,Cámara,Domo MR,DORREGO MANUEL y RIOBAMBA,Mantenimiento de Cámaras,RIOBAMBA                                          ,1912,,0,5438900.62827575,6353362.25464828,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104328, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""DORREGO MANUEL y RIOBAMBA"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""RIOBAMBA                                          "", ""altura"": 1912, ""letra"": """", ""bis"": 0, ""coordenadax"": 5438900.628276, ""coordenaday"": 6353362.254648 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653503, -32.960920 ] } }"
104323,Cámara,Domo MR,LAGOS RICARDO y RIVAROLA DR. RODOLFO,Mantenimiento de Cámaras,LAGOS RICARDO                                     ,3140,,0,5433111.77086421,6352792.91433608,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104323, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""LAGOS RICARDO y RIVAROLA DR. RODOLFO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""LAGOS RICARDO                                     "", ""altura"": 3140, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433111.770864, ""coordenaday"": 6352792.914336 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.715456, -32.965714 ] } }"
104326,Cámara,Domo MR,PERON PTE. JUAN DOMINGO y CULLEN DOMINGO,Mantenimiento de Cámaras,PERON PTE. JUAN DOMINGO                           ,6411,,0,5433788.0628731,6352729.29805934,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104326, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""PERON PTE. JUAN DOMINGO y CULLEN DOMINGO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PERON PTE. JUAN DOMINGO                           "", ""altura"": 6411, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433788.062873, ""coordenaday"": 6352729.298059 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.708227, -32.966329 ] } }"
104327,Cámara,Domo MR,ESPAÑA y PASCO,Mantenimiento de Cámaras,PASCO                                             ,1712,,0,5439232.41414931,6353693.47385267,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104327, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""ESPAÑA y PASCO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PASCO                                             "", ""altura"": 1712, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439232.414149, ""coordenaday"": 6353693.473853 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.649932, -32.957952 ] } }"
104324,Cámara,Domo MR,SALVADOR REPUBLICA DEL y RIVAROLA DR. RODOLFO,Mantenimiento de Cámaras,SALVADOR REPUBLICA DEL                            ,3160,,0,5433344.2700065,6352768.66678137,"{ ""type"": ""Feature"", ""properties"": { ""id"": 104324, ""tipo"": ""Cámara"", ""clasificacion"": ""Domo MR"", ""descripcionresumida"": ""SALVADOR REPUBLICA DEL y RIVAROLA DR. RODOLFO"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""SALVADOR REPUBLICA DEL                            "", ""altura"": 3160, ""letra"": """", ""bis"": 0, ""coordenadax"": 5433344.270007, ""coordenaday"": 6352768.666781 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.712971, -32.965947 ] } }"
83114,Cámara,Fija MR,Avellaneda y 3 de Febrero,Mantenimiento de Cámaras,TRES DE FEBRERO                                   ,4114,,0,5436323.58874791,6355081.1417729,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83114, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Avellaneda y 3 de Febrero"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""TRES DE FEBRERO                                   "", ""altura"": 4114, ""letra"": """", ""bis"": 0, ""coordenadax"": 5436323.588748, ""coordenaday"": 6355081.141773 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680945, -32.945275 ] } }"
83392,Cámara,Fija MR,Pellegrini y Sarmiento,Mantenimiento de Cámaras,PELLEGRINI CARLOS,0,,0,5440077.605,6353773.245,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83392, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Pellegrini y Sarmiento"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PELLEGRINI CARLOS"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440077.605000, ""coordenaday"": 6353773.245000 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640888, -32.957279 ] } }"
83122,Cámara,Fija MR,Pellegrini y Presidente Roca,Mantenimiento de Cámaras,PELLEGRINI,0,,0,5439449.18065897,6353905.6513125,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83122, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Pellegrini y Presidente Roca"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PELLEGRINI"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439449.180659, ""coordenaday"": 6353905.651312 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647600, -32.956051 ] } }"
83079,Cámara,Fija MR,Parque España [Boleteria],Mantenimiento de Cámaras,ILLIA PTE. ARTURO U.                              ,1238,,0,5440355.91396683,6355927.35058035,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83079, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Parque España [Boleteria]"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""ILLIA PTE. ARTURO U.                              "", ""altura"": 1238, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440355.913967, ""coordenaday"": 6355927.350580 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.637772, -32.937873 ] } }"
83044,Cámara,Fija MR,Oroño y 27 de Febrero,Mantenimiento de Cámaras,OROÑO NICASIO                                     ,2609,,0,5438437.53332843,6352898.92406324,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83044, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Oroño y 27 de Febrero"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""OROÑO NICASIO                                     "", ""altura"": 2609, ""letra"": """", ""bis"": 0, ""coordenadax"": 5438437.533328, ""coordenaday"": 6352898.924063 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.658486, -32.965071 ] } }"
83046,Cámara,Fija MR,San Luis y San Martin,Mantenimiento de Cámaras,SAN LUIS                                          ,992,,0,5440416.7754781,6354664.66343996,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83046, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""San Luis y San Martin"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""SAN LUIS                                          "", ""altura"": 992, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440416.775478, ""coordenaday"": 6354664.663440 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.637203, -32.949261 ] } }"
83057,Cámara,Fija MR,Uriburu y Buenos Aires,Mantenimiento de Cámaras,URIBURU,0,,0,5439869.44898263,6350083.26213638,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83057, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Uriburu y Buenos Aires"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""URIBURU"", ""altura"": 0, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439869.448983, ""coordenaday"": 6350083.262136 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.643355, -32.990538 ] } }"
83058,Cámara,Fija MR,Cordoba y Maipu,Mantenimiento de Cámaras,MAIPU                                             ,810,,0,5440589.74838009,6354902.93865383,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83058, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Cordoba y Maipu"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""MAIPU                                             "", ""altura"": 810, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440589.748380, ""coordenaday"": 6354902.938654 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.635338, -32.947122 ] } }"
83064,Cámara,Fija MR,Maipu y Mendoza,Mantenimiento de Cámaras,MENDOZA                                           ,892,,0,5440487.74760027,6354366.29127541,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83064, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Maipu y Mendoza"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""MENDOZA                                           "", ""altura"": 892, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440487.747600, ""coordenaday"": 6354366.291275 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.636463, -32.951955 ] } }"
83071,Cámara,Fija MR,San Nicolas y 3 de Febrero,Mantenimiento de Cámaras,TRES DE FEBRERO                                   ,3611,,0,5436966.03646536,6354921.43002327,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83071, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""San Nicolas y 3 de Febrero"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""TRES DE FEBRERO                                   "", ""altura"": 3611, ""letra"": """", ""bis"": 0, ""coordenadax"": 5436966.036465, ""coordenaday"": 6354921.430023 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674087, -32.946752 ] } }"
83073,Cámara,Fija MR,Mendoza y Cafferata,Mantenimiento de Cámaras,MENDOZA                                           ,3488,,0,5437152.71789383,6355049.92515845,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83073, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Mendoza y Cafferata"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""MENDOZA                                           "", ""altura"": 3488, ""letra"": """", ""bis"": 0, ""coordenadax"": 5437152.717894, ""coordenaday"": 6355049.925158 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672081, -32.945604 ] } }"
83076,Cámara,Fija MR,Moreno y Brigadier Lopez,Mantenimiento de Cámaras,LOPEZ ESTANISLAO                                  ,1915,,0,5439448.03368772,6356529.83120955,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83076, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Moreno y Brigadier Lopez"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""LOPEZ ESTANISLAO                                  "", ""altura"": 1915, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439448.033688, ""coordenaday"": 6356529.831210 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647440, -32.932391 ] } }"
83084,Cámara,Fija MR,Pellegrini y Vera Mujica,Mantenimiento de Cámaras,PELLEGRINI CARLOS                                 ,3214,,0,5437377.32031149,6354350.78238491,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83084, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Pellegrini y Vera Mujica"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PELLEGRINI CARLOS                                 "", ""altura"": 3214, ""letra"": """", ""bis"": 0, ""coordenadax"": 5437377.320311, ""coordenaday"": 6354350.782385 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669727, -32.951921 ] } }"
83087,Cámara,Fija MR,Cordoba y Avellaneda,Mantenimiento de Cámaras,PERON EVA                                         ,4112,,0,5436471.10496157,6355784.08720254,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83087, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Cordoba y Avellaneda"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PERON EVA                                         "", ""altura"": 4112, ""letra"": """", ""bis"": 0, ""coordenadax"": 5436471.104962, ""coordenaday"": 6355784.087203 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.679320, -32.938945 ] } }"
83092,Cámara,Fija MR,27 de Febrero y Moreno,Mantenimiento de Cámaras,VEINTISIETE DE FEBRERO                            ,2009,,0,5438669.0136945,6352868.86937421,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83092, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""27 de Febrero y Moreno"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""VEINTISIETE DE FEBRERO                            "", ""altura"": 2009, ""letra"": """", ""bis"": 0, ""coordenadax"": 5438669.013694, ""coordenaday"": 6352868.869374 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.656013, -32.965355 ] } }"
83093,Cámara,Fija MR,Sabin y Sorrento,Mantenimiento de Cámaras,MARULL MARIANO                                    ,1070,,0,5435125.82520474,6359312.48406259,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83093, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Sabin y Sorrento"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""MARULL MARIANO                                    "", ""altura"": 1070, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435125.825205, ""coordenaday"": 6359312.484063 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693456, -32.907054 ] } }"
83096,Cámara,Fija MR,Sabin y Juan Jose Paso,Mantenimiento de Cámaras,PASO JUAN JOSE                                    ,1811,,0,5435528.45986193,6357923.04653789,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83096, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Sabin y Juan Jose Paso"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""PASO JUAN JOSE                                    "", ""altura"": 1811, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435528.459862, ""coordenaday"": 6357923.046538 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.689249, -32.919605 ] } }"
83101,Cámara,Fija MR,Nansen y Victor Mercante,Mantenimiento de Cámaras,NANSEN                                            ,409,,0,5435965.11653237,6359079.70158571,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83101, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Nansen y Victor Mercante"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""NANSEN                                            "", ""altura"": 409, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435965.116532, ""coordenaday"": 6359079.701586 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.684501, -32.909202 ] } }"
83103,Cámara,Fija MR,Maternidad Martin [Moreno 700],Mantenimiento de Cámaras,MORENO MARIANO                                    ,976,,0,5439087.75023151,6354969.9947228,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83103, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Maternidad Martin [Moreno 700]"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""MORENO MARIANO                                    "", ""altura"": 976, ""letra"": """", ""bis"": 0, ""coordenadax"": 5439087.750232, ""coordenaday"": 6354969.994723 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.651395, -32.946435 ] } }"
83105,Cámara,Fija MR,Moreno y Riobamba,Mantenimiento de Cámaras,RIOBAMBA                                          ,1990,,0,5438797.85327833,6353383.31592557,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83105, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Moreno y Riobamba"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""RIOBAMBA                                          "", ""altura"": 1990, ""letra"": """", ""bis"": 0, ""coordenadax"": 5438797.853278, ""coordenaday"": 6353383.315926 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.654600, -32.960724 ] } }"
83108,Cámara,Fija MR,Francia y Acevedo,Mantenimiento de Cámaras,FRANCIA                                           ,4494,,0,5436695.2056241,6350778.81647983,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83108, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Francia y Acevedo"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""FRANCIA                                           "", ""altura"": 4494, ""letra"": """", ""bis"": 0, ""coordenadax"": 5436695.205624, ""coordenaday"": 6350778.816480 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677268, -32.984087 ] } }"
83110,Cámara,Fija MR,Herrera y Agrelo,Mantenimiento de Cámaras,HERRERA DR NICOLAS                                ,611,,0,5435365.94738955,6360621.56863114,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83110, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Herrera y Agrelo"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""HERRERA DR NICOLAS                                "", ""altura"": 611, ""letra"": """", ""bis"": 0, ""coordenadax"": 5435365.947390, ""coordenaday"": 6360621.568631 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.690797, -32.895265 ] } }"
83111,Cámara,Fija MR,Italia y Virasoro,Mantenimiento de Cámaras,VIRASORO GRAL. BENJAMIN                           ,1813,,0,5438862.27482348,6352549.2159799,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83111, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Italia y Virasoro"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""VIRASORO GRAL. BENJAMIN                           "", ""altura"": 1813, ""letra"": """", ""bis"": 0, ""coordenadax"": 5438862.274823, ""coordenaday"": 6352549.215980 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653967, -32.968248 ] } }"
83112,Cámara,Fija MR,Santa Fe 600,Mantenimiento de Cámaras,SANTA FE                                          ,695,,0,5440853.10127068,6354925.60549379,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83112, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Santa Fe 600"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""SANTA FE                                          "", ""altura"": 695, ""letra"": """", ""bis"": 0, ""coordenadax"": 5440853.101271, ""coordenaday"": 6354925.605494 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.632520, -32.946932 ] } }"
83109,Cámara,Fija MR,Entrada GUM [Ricchieri 1500],Mantenimiento de Cámaras,RICCHERI TTE. GRAL. PABLO                         ,1521,,0,5437831.51397267,6354473.2727805,"{ ""type"": ""Feature"", ""properties"": { ""id"": 83109, ""tipo"": ""Cámara"", ""clasificacion"": ""Fija MR"", ""descripcionresumida"": ""Entrada GUM [Ricchieri 1500]"", ""responsable"": ""Mantenimiento de Cámaras"", ""calle"": ""RICCHERI TTE. GRAL. PABLO                         "", ""altura"": 1521, ""letra"": """", ""bis"": 0, ""coordenadax"": 5437831.513973, ""coordenaday"": 6354473.272781 }, ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.664862, -32.950842 ] } }"
