Año;Mes de choque;Rango horario;Cantidad de lesionados;Lugar del accidente;Coordenada X;Coordenada Y
2016;Diciembre;6:00 a 11:59;1;BIEDMA Y MORENO;5438364,42;6351337,6
2016;Enero;6:00 a 11:59;1;OROÑO Y TUCUMAN;5439013,65;6355785,29
2016;marzo;6:00 a 11:59;1;EVA PERON Y LINIERS;5434653.930000041;6356148.580000074
2016;Abril;6:00 a 11:59;1;27 DE FEBRERO Y PROVINCIAS UNIDAS;5433447,29;6353501,451
2016;Junio;6:00 a 11:59;1;ACEVEDO Y EVA PERON;5429866,23;6357100,75
2016;Agosto;6:00 a 11:59;1;MAIPU Y SEGUI;5439836,62;6351301,11
2016;Septiembre;6:00 a 11:59;1;25 DE MAYO Y SAN MARTIN;5439056,55;6347208,15
2016;Octubre;6:00 a 11:59;1;RIOJA Y VALPARAISO;5436209,61;6355695,38
2016;Diciembre;6:00 a 11:59;1;AVELLANEDA Y URIBURU;5435625,97;6349900,74
2016;Diciembre;6:00 a 11:59;1;MENDOZA Y SANCHEZ DE LORIA;5431572,63;6355623,84
2016;Noviembre;6:00 a 11:59;1;J J PASO 2076;5435201,68;6357933,63
2016;marzo;6:00 a 11:59;1;J M DE ROSAS Y VIAMONTE;5440538,38;6352749,72
2016;Julio;6:00 a 11:59;1;AVELLANEDA Y BIEDMA;5435691,175;6351887,135
2016;Septiembre;6:00 a 11:59;1;GABOTO Y OROÑO;5438292,15;6352280,8
2016;Julio;6:00 a 11:59;1;27 DE FEBRERO Y OROÑO;5438422,74;6352919,97
2016;Noviembre;6:00 a 11:59;1;MATHEU Y WARNES;5434904,81;6361370,64
2016;FEBRERO;6:00 a 11:59;1;GARAY Y SAN MARTIN;5439823,66;6351833,99
2016;marzo;6:00 a 11:59;1;JUJUY Y PTE ROCA;5439859,28;6356020,1
2016;Abril;6:00 a 11:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,669
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y SAN MARTIN;5439056,55;6347208,15
2016;Diciembre;6:00 a 11:59;4;MITRE Y VIAMONTE;5439764,25;6352908,84
2016;Junio;6:00 a 11:59;1;BARRA Y EVA PERON;5433867,855;6356310,415
2016;Abril;6:00 a 11:59;1;AMENABAR Y SAN MARTIN;5439875,93;6352089,235
2016;Agosto;6:00 a 11:59;1;SAN MARTIN 2200;5440067,7;6353097,77
2016;Octubre;6:00 a 11:59;1;GABOTO Y SARMIENTO;5439711,38;6351990,18
2016;Agosto;6:00 a 11:59;2;SAN LUIS Y SUIPACHA;5437830,87;6355190,21
2016;Octubre;6:00 a 11:59;1;27 DE FEBRERO Y RODRIGUEZ;5437913,98;6353024,3
2016;Diciembre;6:00 a 11:59;1;MITRE Y URIBURU;5439176,42;6350050,37
2016;Abril;6:00 a 11:59;1;GARCIA DEL COSSIO Y JORGE NEWBERY;5430117,99;6359084,25
2016;Julio;6:00 a 11:59;1;CASIANO CASAS Y SORRENTO;5434910,76;6359288,38
2016;Noviembre;6:00 a 11:59;1;ARIJON Y BUENOS AIRES;5439731,41;6348712,1
2016;Noviembre;6:00 a 11:59;1;EVA PERON 8800;5429409,13;6357167,98
2016;FEBRERO;6:00 a 11:59;1;AYACUCHO Y MONTEVIDEO;5441157,39;6353684,45
2016;Septiembre;6:00 a 11:59;1;RIO DE JANEIRO 970;5436299,21;6355560,08
2016;Octubre;6:00 a 11:59;1;FRANCIA Y URUGUAY;5437067,74;6352132,36
2016;Noviembre;6:00 a 11:59;1;25 DE MAYO Y OROÑO;5437906,56;6347496,74
2016;Junio;6:00 a 11:59;1;25 DE MAYO Y RIVAROLA;5432769,176;6352761,752
2016;Septiembre;6:00 a 11:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Septiembre;6:00 a 11:59;1;9 DE JULIO Y OVIDIO LAGOS;5437974,88;6354604,38
2016;Noviembre;6:00 a 11:59;1;ALVEAR Y URQUIZA;5438861,4;6355681,26
2016;Noviembre;6:00 a 11:59;1;CENTENARIO Y PARAGUAY;5438822,85;6348542,41
2016;Noviembre;6:00 a 11:59;1;BUENOS AIRES Y OCAMPO;5440379,37;6352649,4
2016;Abril;6:00 a 11:59;1;RIOJA Y SAN NICOLAS;5437100,82;6355510,23
2016;Junio;6:00 a 11:59;1;JUAN B JUSTO Y TARRAGONA;5431230,47;6358349,74
2016;Agosto;6:00 a 11:59;1;FORMOSA Y JUAN J PASO;5435308;6357923,29
2016;Septiembre;6:00 a 11:59;6;GUATEMALA Y MENDOZA;5432923,22;6355604,17
2016;Septiembre;6:00 a 11:59;1;BERTOLE Y PROVINCIAS UNIDAS;5433469,08;6352883,87
2016;Diciembre;6:00 a 11:59;1;ALBERDI Y FRENCH;5436289,5;6357789,45
2016;Diciembre;6:00 a 11:59;1;3 DE FEBRERO Y RICCHIERI;5437871,64;6354748,08
2016;Diciembre;6:00 a 11:59;1;25 DE MAYO Y AUTOPISTA ROSARIO-SANTA FE;5433418,1;6361995,43
2016;Noviembre;6:00 a 11:59;1;27 DE FEBRERO Y LIMA;5435622,8;6353495,34
2016;Enero;6:00 a 11:59;1;JACARANDA 7601;5432125,727;6357840,57
2016;FEBRERO;6:00 a 11:59;1;DONADO Y MONTEVIDEO;5432046,5;6354802,36
2016;Abril;6:00 a 11:59;1;9 DE JULIO Y ALSINA;5436575,45;6354893,17
2016;Abril;6:00 a 11:59;1;BRASIL Y CERRITO;5432774,17;6354144,26
2016;Junio;6:00 a 11:59;1;13116 Y MORROW;5431139,06;6363016,9
2016;Junio;6:00 a 11:59;1;AVELLANEDA Y RIOBAMBA;5436110,285;6353927,41
2016;marzo;6:00 a 11:59;1;ITALIA Y GALVEZ;5438905,83;6352687,05
2016;Abril;6:00 a 11:59;1;DR MARADONA Y ROULLON;5434499,1;6351262,76
2016;marzo;6:00 a 11:59;1;MORENO Y PELLEGRINI;5438915,055;6354011,805
2016;Junio;6:00 a 11:59;2;DORREGO Y MONTEVIDEO;5439066,55;6354113,05
2016;Agosto;6:00 a 11:59;1;SAN LUIS Y SARMIENTO;5440263,27;6354690,31
2016;Agosto;6:00 a 11:59;1;COLOMBIA Y MENDOZA;5433029,82;6355608,42
2016;Septiembre;6:00 a 11:59;1;BRASIL Y CERRITO;5432774,17;6354144,26
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y SAN MARTIN;5439056,55;6347208,15
2016;Noviembre;6:00 a 11:59;1;9 DE JULIO Y CORRIENTES;5439764,12;6354238,34
2016;Noviembre;6:00 a 11:59;1;9 DE JULIO Y ALEM;5441076,76;6353963,47
2016;Junio;6:00 a 11:59;1;CELEDONIO ESCALADA 50;5438167,398;6356755,029
2016;Junio;6:00 a 11:59;1;ABANDERADO GRANDOLI Y AYOLAS;5441321,105;6351260,28
2016;Agosto;6:00 a 11:59;1;ESPAÑA Y GARIBALDI;5438640,06;6350750
2016;Septiembre;6:00 a 11:59;1;ARIJON Y LITUANIA;5441802,15;6348806,36
2016;FEBRERO;6:00 a 11:59;1;ITUZAINGO Y SAN MARTIN;5440137,41;6353362,69
2016;marzo;6:00 a 11:59;1;IRIONDO 2200;5436985,93;6353739,589
2016;Abril;6:00 a 11:59;1;MITRE Y OCAMPO;5439738,19;6352781,36
2016;Abril;6:00 a 11:59;2;27 DE FEBRERO Y CAMILO ALDAO;5434994,91;6353574,62
2016;Julio;6:00 a 11:59;1;FRANCIA 200 BIS;5438094.257610751;6357250.209544442
2016;marzo;6:00 a 11:59;1;OVIDIO LAGOS Y ZEBALLOS;5437948,18;6354475,67
2016;Junio;6:00 a 11:59;1;BELGRANO Y NUESTRA SRA DEL ROSARIO;5442271,99;6349164,335
2016;Agosto;6:00 a 11:59;1;LAPRIDA Y RIOBAMBA;5440312,79;6353060,8
2016;Septiembre;6:00 a 11:59;1;25 DE MAYO Y PELLEGRINI;;
2016;Octubre;6:00 a 11:59;1;JUNIN 2600;;
2016;Septiembre;6:00 a 11:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Septiembre;6:00 a 11:59;1;27 DE FEBRERO Y SOLIS;5434307,08;6353533,48
2016;Diciembre;6:00 a 11:59;1;ENTRE RIOS Y SALTA;5440222,45;6355808,74
2016;Noviembre;6:00 a 11:59;1;CONSTITUCION Y CORDOBA;5437000,04;6355664,57
2016;Noviembre;6:00 a 11:59;3;FELIPE MORE Y SANTA FE;5435129,64;6356194,25
2016;FEBRERO;6:00 a 11:59;1;PELLEGRINI Y SAN NICOLAS;5436879,05;6354431,62
2016;Junio;6:00 a 11:59;1;FERREYRA Y JUAN JOSE PASO;5436373,47;6357966,22
2016;marzo;6:00 a 11:59;1;CAMILO ALDAO Y SAAVEDRA;5435040,79;6352403,86
2016;Abril;6:00 a 11:59;1;CARRIEGO Y RIOJA;5435572,18;6355826,4
2016;Noviembre;6:00 a 11:59;2;CERRITO Y CORRIENTES;5439580,34;6353344,5
2016;marzo;6:00 a 11:59;1;ALEM Y GABOTO;5440633,3;6351800,59
2016;Enero;6:00 a 11:59;1;H DE LA QUINTANA Y OVIDIO LAGOS;5436852,64;6348820,295
2016;Junio;6:00 a 11:59;1;25 DE MAYO Y SAN MARTIN;5439056,549;6347208,148
2016;Septiembre;6:00 a 11:59;1;BIEDMA 3674;5436234,68;6351791,4
2016;Septiembre;6:00 a 11:59;1;CASIANO CASAS Y WASHINGTON;5434435,06;6359706,28
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,67
2016;Julio;6:00 a 11:59;1;DEBAJO DEL PTE ROS;;
2016;marzo;6:00 a 11:59;1;J J PASO Y TARRAGONA;5431261,46;6357757,12
2016;marzo;6:00 a 11:59;1;PARAGUAY 1243;5439690,061;6354458,612
2016;Abril;6:00 a 11:59;1;RONDEAU Y SORRENTO;5435582,56;6359311,215
2016;Junio;6:00 a 11:59;1;CARRIEGO Y MONTEVIDEO;5435374,62;6354874,31
2016;Enero;6:00 a 11:59;1;P L FUNES Y SEGUI;5434557,35;6352254,32
2016;Junio;6:00 a 11:59;1;OROÑO Y PELLEGRINI;5438658,823;6354063,848
2016;marzo;6:00 a 11:59;1;ECUADOR Y VIAMONTE;5433214,57;6353765,51
2016;marzo;6:00 a 11:59;1;FRANCIA Y LA VINCHA;5436743,203;6350557,75
2016;Junio;6:00 a 11:59;1;ALMAFUERTE Y CHACO;5435011,33;6358142,8
2016;Septiembre;6:00 a 11:59;1;SEGUI Y VERA MUJICA;5436888,29;6351907,59
2016;Octubre;6:00 a 11:59;1;JUAN JOSE PASO Y SABIN;5435560,62;6357933,73
2016;marzo;6:00 a 11:59;1;NUESTRA SRA DEL ROSARIO Y SANTIAGO;5437593,56;6348947,93
2016;marzo;6:00 a 11:59;1;3 DE FEBRERO Y ALVEAR;5438636,13;6354590,49
2016;Abril;6:00 a 11:59;1;BALCARCE Y RUEDA;5438472,58;6352510,57
2016;Junio;6:00 a 11:59;1;REAL 9600;5427498,655;6357995,343
2016;Abril;6:00 a 11:59;1;GUTENBERG Y MENDOZA;5435608,36;6355357,42
2016;Septiembre;6:00 a 11:59;1;PELLEGRINI Y PROVINCIAS UNIDAS;5433399,41;6354695,72
2016;Septiembre;6:00 a 11:59;1;PASCO Y SAN MARTIN;5440163,63;6353490,79
2016;Agosto;6:00 a 11:59;1;CASTELLANOS Y VIAMONTE;5436439,82;6353593,21
2016;Agosto;6:00 a 11:59;1;RIO DE JANEIRO Y ZEBALLOS;5436167,09;6354843,74
2016;Diciembre;6:00 a 11:59;1;JUAN PABLO II Y WHITE;5432504;6355461.92
2016;Junio;6:00 a 11:59;1;25 DE MAYO Y PELLEGRINI;5432305,954;6354715,893
2016;FEBRERO;6:00 a 11:59;1;GORRITI Y MONTEAGUDO;5437566,3;6357551,82
2016;Julio;6:00 a 11:59;1;BELGRANO Y SARGENTO CABRAL;5440716,36;6355339,25
2016;Julio;6:00 a 11:59;1;CORRIENTES Y SEGUI;5439186,74;6351434,68
2016;Abril;6:00 a 11:59;1;AMENABAR Y ROULLON;5434429,07;6353029
2016;Septiembre;6:00 a 11:59;1;OLIVE Y VICTOR MERCANTE;5435992,76;6358659,45
2016;Octubre;6:00 a 11:59;1;RONDEAU 3100;5434914,93;6361704,21
2016;Diciembre;6:00 a 11:59;1;CRESPO Y RIOJA;5437482,53;6355431,44
2016;Agosto;6:00 a 11:59;1;25 DE MAYO Y MENDOZA;5432430,88;6355584,28
2016;Agosto;6:00 a 11:59;1;LAVALLE Y SAN LORENZO;5436670,05;6355996,01
2016;Agosto;6:00 a 11:59;1;AVELLANEDA Y SANTA FE;5436521,05;6355919,14
2016;Septiembre;6:00 a 11:59;1;OVIDIO LAGOS 7899;5436297,13;6345792,06
2016;Septiembre;6:00 a 11:59;1;ALVEAR Y ARIJON;5437741,55;6348628,25
2016;Diciembre;6:00 a 11:59;1;AVELLANEDA 115 BIS;5436721,46;6357016,97
2016;Julio;6:00 a 11:59;1;MARIANO MORENO Y RIOJA;5439135,97;6355091,62
2016;Enero;6:00 a 11:59;1;OCAMPO Y SAN NICOLAS;5436668,05;6353412,81
2016;Junio;6:00 a 11:59;1;BIEDMA Y FRANCIA;5436963,36;6351626,105
2016;Abril;6:00 a 11:59;1;BELGRANO Y TUCUMAN;5440677,567;6355443,095
2016;Agosto;6:00 a 11:59;1;GORRITI Y TTE AGNIETA;5434484,26;6357429,6
2016;Agosto;6:00 a 11:59;1;BATTLE ORDOÑEZ Y OVIDIO LAGOS;5436705,7;6347934,02
2016;Agosto;6:00 a 11:59;1;CALLAO Y SALTA;5438433,04;6356176,35
2016;Agosto;6:00 a 11:59;1;AMEGHINO Y PARAGUAY;5438874;6350568,57
2016;Septiembre;6:00 a 11:59;1;GONZALEZ DEL SOLAR Y JORGE NEWBERY;5430980,31;6359114,78
2016;Octubre;6:00 a 11:59;1;BROWN Y OVIDIO LAGOS;5438359,15;6356462,07
2016;Junio;6:00 a 11:59;1;MATIENZO Y TUCUMAN;5435000,43;6356539,37
2016;Junio;6:00 a 11:59;1;PTE PERON Y SEGUI;5432914,216;6352198,12
2016;Noviembre;6:00 a 11:59;1;DONADO Y JUAN B JUSTO;5431890,29;6358375,32
2016;Noviembre;6:00 a 11:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;Julio;6:00 a 11:59;2;PAVON Y REGIMIENTO 11;5440726,19;6349222,5
2016;FEBRERO;6:00 a 11:59;1;PTE PERON 5200;5435113,16;6353504,64
2016;Abril;6:00 a 11:59;1;CALLAO Y GUEMES;5438513,11;6356565,85
2016;Junio;6:00 a 11:59;1;GARAY Y MATIENZO;5435145,66;6352796,8
2016;Agosto;6:00 a 11:59;1;ECHEVERRIA Y LUIS CARBALLO;5437120,04;6357679,63
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y MENDOZA;5432430,88;6355584,28
2016;Diciembre;6:00 a 11:59;1;LAMADRID Y OROÑO;5437832;6349286,66
2016;Diciembre;6:00 a 11:59;1;CAMPBELL Y GORRITI;5433709,15;6357395,11
2016;Diciembre;6:00 a 11:59;1;ARIJON Y PUEYRREDON;5437473,45;6348616,92
2016;Julio;6:00 a 11:59;1;DORREGO 1900;5438971,16;6353722,26
2016;FEBRERO;6:00 a 11:59;1;MENDOZA Y WILDE;5430942,58;6355601,45
2016;marzo;6:00 a 11:59;1;CALLAO Y SEGUI;5437525,625;6351776,125
2016;Junio;6:00 a 11:59;1;PELLEGRINI Y PUEYRREDON;5438278,767;6354141,073
2016;Junio;6:00 a 11:59;2;CERRITO Y ENTRE RIOS;5439710,99;6353317,61
2016;Enero;6:00 a 11:59;1;LUIS CARBALLO 900;5436657,628;6357640,432
2016;marzo;6:00 a 11:59;1;SARMIENTO 2200;5439929,783;6353126,218
2016;Julio;6:00 a 11:59;1;SALTA 3039;5438002,47;6356249,91
2016;FEBRERO;6:00 a 11:59;1;PELLEGRINI Y SOLIS;5434264,44;6354728,76
2016;marzo;6:00 a 11:59;1;UAN JOSE PASO Y SARRATEA;5430661,19;6357733,35
2016;Enero;6:00 a 11:59;1;27 DE FEBRERO Y PROVINCIAS UNIDAS;5433447,29;6353501,451
2016;Septiembre;6:00 a 11:59;1;ALBERDI Y RECONQUISTA;5436079,22;6358096,63
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y AYACUCHO;;
2016;marzo;6:00 a 11:59;1;OV LAGOS Y URIBURU;5437062,947;6349957,473
2016;marzo;6:00 a 11:59;1;RODRIGUEZ Y SAN LORENZO;5438452,33;6355628,24
2016;Abril;6:00 a 11:59;1;RUEDA 2209;5441190,287;6351966,583
2016;Junio;6:00 a 11:59;1;SARMIENTO Y URIBURU;5439306,965;6350056,05
2016;Abril;6:00 a 11:59;1;MATIENZO Y PTE PERON;5435116,785;6353534,06
2016;Octubre;6:00 a 11:59;1;CORRIENTES Y URUGUAY;5439239,43;6351688,92
2016;Octubre;6:00 a 11:59;1;ALBERDI Y LUIS CARBALLO;5436386,34;6357644,19
2016;Agosto;6:00 a 11:59;1;LAINEZ Y MELINCUE;5439467,68;6348450,3
2016;Octubre;6:00 a 11:59;1;CATAMARCA Y OROÑO;5439040,83;6355917,25
2016;Enero;6:00 a 11:59;1;PTE PERON Y VERA MUJICA;5437297,905;6353889,745
2016;Abril;6:00 a 11:59;1;BAHIA BLANCA Y VELEZ SARSFIELD;5435583,38;6357301,53
2016;FEBRERO;6:00 a 11:59;1;OVIDIO LAGOS Y SANTA FE;5438176,58;6355577,58
2016;FEBRERO;6:00 a 11:59;1;PTE PERON 7615;5432498,69;6351923,75
2016;marzo;6:00 a 11:59;1;PAVLOV Y SORRENTO;5434592,91;6359271,795
2016;marzo;6:00 a 11:59;1;27 DE FEBRERO Y OROÑO;5438422,735;6352919,967
2016;Abril;6:00 a 11:59;1;24 DE SEPTIEMBRE Y AYACUCHO;5440584,33;6351013,72
2016;Junio;6:00 a 11:59;1;9 DE JULIO Y IRIONDO;5437212,31;6354761,7
2016;Enero;6:00 a 11:59;1;PTE ROCA Y RIOJA;5439647,47;6354985,87
2016;Noviembre;6:00 a 11:59;1;IRIONDO Y OCAMPO;5436923,56;6353360,01
2016;Agosto;6:00 a 11:59;1;CALLAO Y SAN JUAN;5438187,73;6354986,82
2016;Agosto;6:00 a 11:59;1;AYACUCHO 6400;5440618,66;6347877,06
2016;Agosto;6:00 a 11:59;1;LAPRIDA Y PELLEGRINI;5440444,19;6353697,88
2016;Septiembre;6:00 a 11:59;1;PTE PERON 8100;5431853,32;6351584,27
2016;Octubre;6:00 a 11:59;1;MORENO Y SAAVEDRA;5438442,88;6351720,07
2016;Julio;6:00 a 11:59;1;RIVAROLA Y REP DEL SALVADOR;5433354,62;6352785,75
2016;Noviembre;6:00 a 11:59;1;25 DE MAYO Y JUAN MANUEL DE ROSAS;;
2016;FEBRERO;6:00 a 11:59;1;25 DE MAYO Y URIBURU;5434425,19;6349866,32
2016;marzo;6:00 a 11:59;1;ARIJON Y CERESETO;5437030,305;6348598,205
2016;FEBRERO;6:00 a 11:59;2;AMENABAR Y DORREGO;5438700,21;6352330,89
2016;Agosto;6:00 a 11:59;1;DE LAS PALMERAS Y PTE PERON;5431191,69;6351157,58
2016;Septiembre;6:00 a 11:59;1;DR RIVAS Y OROÑO;5438056,61;6351135,78
2016;marzo;6:00 a 11:59;1;AGRELO Y ARTIGAS;5435732,47;6359151,78
2016;Junio;6:00 a 11:59;1;SEGUI Y VALPARAISO;5435487,005;6352196,59
2016;Enero;6:00 a 11:59;4;ENTRE RIOS Y GABOTO;5439448,55;6352044,3
2016;Julio;6:00 a 11:59;1;F NETRI Y SORRENTO;5434314,27;6359260,24
2016;Noviembre;6:00 a 11:59;1;CERRITO Y PTE ROCA;5439320,64;6353397,95
2016;marzo;6:00 a 11:59;1;PROVINCIAS UNIDAS Y SORRENTO;5433193,25;6359199,125
2016;Agosto;6:00 a 11:59;1;NECOCHEA Y VIRASORO;5441098,53;6352103,16
2016;Agosto;6:00 a 11:59;1;AVELLANEDA Y DEAN FUNES;5435821,62;6352526,16
2016;Agosto;6:00 a 11:59;1;DONADO Y JUAN B JUSTO;5431890,29;6358375,32
2016;Septiembre;6:00 a 11:59;1;SAN LORENZO Y WILDE;5430918,74;6356155,26
2016;Septiembre;6:00 a 11:59;1;MORENO Y RIOBAMBA;5438784,04;6353376,07
2016;Octubre;6:00 a 11:59;1;FRANCIA Y ING ACEVEDO;5436714,84;6350765,1
2016;Agosto;6:00 a 11:59;1;RIVADAVIA Y SAENZ PEÑA;5436865,37;6350185,03
2016;Septiembre;6:00 a 11:59;1;CAFFERATA Y ZEBALLOS;5437059,02;6354659,12
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y URIBURU;5434425,19;6349866,32
2016;Octubre;6:00 a 11:59;1;25 DE MAYO Y AUTOPISTA ERNESTO CHE GUEVARA;5432481,24;6354662,19
2016;Diciembre;6:00 a 11:59;1;OCAMPO Y PTE ROCA;5439215,79;6352889,11
2016;Diciembre;6:00 a 11:59;1;PROVINCIAS UNIDAS Y VELEZ SARSFIELD;5433288,75;6357196,18
2016;Diciembre;6:00 a 11:59;1;LAPRIDA Y RUI BARBOSA;5439554,79;6348339,81
2016;FEBRERO;6:00 a 11:59;1;EVA PERON Y WILDE;5430870,25;6356926,32
2016;marzo;6:00 a 11:59;1;AMENABAR Y DORREGO;5438700,21;6352330,89
2016;Junio;6:00 a 11:59;1;ITALIA Y TUCUMAN;5439521,6;6355681,09
2016;marzo;6:00 a 11:59;1;REGIMIENTO 11 100 BIS;5441167,829;6349255,948
2016;Abril;6:00 a 11:59;1;RODRIGUEZ Y SALTA;5438559,84;6356150,18
2016;Agosto;6:00 a 11:59;1;GARCIA DEL COSSIO Y LA REPUBLICA;5430162,38;6357902,02
2016;Agosto;6:00 a 11:59;1;OROÑO Y RIVADAVIA;5439173,69;6356562,63
2016;Septiembre;6:00 a 11:59;1;CASTELLANOS Y GARAY;5436228,82;6352574,51
2016;Diciembre;6:00 a 11:59;1;25 DE MAYO Y BAIGORRIA;5432676,38;6360772,15
2016;marzo;6:00 a 11:59;1;GABOTO Y NECOCHEA;5441019,71;6351720,82
2016;marzo;6:00 a 11:59;1;ENTRE RIOS Y URIBURU;5439035,95;6350044,19
2016;Abril;6:00 a 11:59;3;BLAS PARERA Y ESQUIVEL;5434065,38;6359762,83
2016;marzo;6:00 a 11:59;1;IRIONDO Y SAAVEDRA;5436660,04;6352087,45
2016;Noviembre;6:00 a 11:59;1;BUENOS AIRES Y MENDOZA;5440718,68;6354310,15
2016;Octubre;6:00 a 11:59;1;FELIPE MORE Y PTE PERON;5435203,41;6353587,33
2016;Agosto;6:00 a 11:59;1;ARENALES Y VERA MUJICA;5437988,56;6357249,85
2016;Diciembre;6:00 a 11:59;1;9 DE JULIO Y DORREGO;5439119,45;6354369,85
2016;Noviembre;6:00 a 11:59;1;TARRAGONA 500 BIS;5431298,52;6357382,01
2016;Noviembre;6:00 a 11:59;1;URIBURU 2200;5437761.376799293;6349944.338005198
2016;Junio;6:00 a 11:59;1;CAMILO ALDAO Y COCHABAMBA;5434954,03;6354622,29
2016;Julio;6:00 a 11:59;1;27 DE FEBRERO Y BUENOS AIRES;5440353,79;6352522,72
2016;Enero;6:00 a 11:59;1;MENDOZA Y MITRE;5440079,58;6354441,75
2016;FEBRERO;6:00 a 11:59;1;PTE PERON 4400;5435642,31;6353629,27
2016;Abril;6:00 a 11:59;1;25 DE MAYO Y OROÑO;5437906,557;6347496,735
2016;Noviembre;6:00 a 11:59;1;SAN MARTIN 6100;5439252,4;6348198,31
2016;Diciembre;6:00 a 11:59;1;PROVINCIAS UNIDAS Y SORRENTO;5433193,25;6359199,13
2016;Diciembre;6:00 a 11:59;1;BELGRANO 650;5440973,38;6355053,38
2016;Agosto;6:00 a 11:59;1;BELGRANO Y PELLEGRINI;5441934,86;6353392,62
2016;Septiembre;6:00 a 11:59;1;AMEGHINO Y PARAGUAY;5438874;6350568,57
2016;Noviembre;6:00 a 11:59;1;LAMADRID Y SARMIENTO;5439332,56;6349352,18
2016;marzo;6:00 a 11:59;1;MARIANO MORENO 5800;5438162.071100048;6348545.427583212
2016;marzo;6:00 a 11:59;1;RONDEAU 3000;5434929,777;6361647,843
2016;Junio;6:00 a 11:59;1;CASTELLANOS Y MENDOZA;5436755,33;6355120,59
2016;Junio;6:00 a 11:59;1;FRANCIA Y PTE PERON;5437434,89;6353909,632
2016;Enero;6:00 a 11:59;1;ARIJON Y AYACUCHO;5440559,61;6348746,89
2016;Agosto;6:00 a 11:59;1;NEWBERY 8800;5429427,82;6359072,75
2016;Septiembre;6:00 a 11:59;1;BALCARCE Y SAN LUIS;5438975,61;6354954,9
2016;Septiembre;6:00 a 11:59;1;LAPRIDA Y REGIMIENTO 11;5439519,75;6349171,37
2016;Octubre;6:00 a 11:59;1;BELGRANO Y SARGENTO CABRAL;5440716,36;6355339,25
2016;Octubre;6:00 a 11:59;1;BELGRANO 400;5441200,14;6354670,17
2016;Octubre;6:00 a 11:59;1;AGRELO Y PERDRIEL;5435285,54;6360971,22
2016;marzo;6:00 a 11:59;1;ARIJON Y OROÑO;5437858,29;6348633,525
2016;marzo;6:00 a 11:59;1;AVELLANEDA Y SEGUI;5435743,03;6352143,775
2016;Abril;6:00 a 11:59;1;9 DE JULIO Y LAPRIDA;5440529,4;6354071,39
2016;marzo;6:00 a 11:59;1;SAN LORENZO Y SARMIENTO;5440372,12;6355227,57
2016;FEBRERO;6:00 a 11:59;1;AYACUCHO Y REGIMIENTO 11;5440519,7;6349213,95
2016;Julio;6:00 a 11:59;1;VERA MUJICA 1450;5437435,85;6354632,03
2016;Enero;6:00 a 11:59;1;OVIDIO LAGOS 4200;5437292,981;6351014,171
2016;Enero;6:00 a 11:59;1;OVIDIO LAGOS 6900;5436537,436;6346872,677
2016;Abril;6:00 a 11:59;1;JOSE INGENIEROS Y PROVINCIAS UNIDAS;5433232,89;6358186,44
2016;Septiembre;6:00 a 11:59;1;9 DE JULIO Y FRANCIA;5437593,8;6354682,94
2016;Octubre;6:00 a 11:59;1;SANTA FE Y WILDE;5430928,11;6356024,41
2016;Diciembre;6:00 a 11:59;1;ITALIA Y SANTA FE;5439447,07;6355317,54
2016;Agosto;6:00 a 11:59;1;ALVAREZ CONDARCO Y GENOVA;5429323,31;6358155,41
2016;Agosto;6:00 a 11:59;1;SEGUI;;
2016;Septiembre;6:00 a 11:59;1;RONDEAU Y WASHINGTON;5435410,58;6359963,72
2016;Septiembre;6:00 a 11:59;1;DONADO Y GUSTAVO COCHET;5432012,67;6355651,22
2016;Julio;6:00 a 11:59;1;RICCHIERI Y SALTA;5438178,02;6356228,99
2016;Noviembre;6:00 a 11:59;1;PELLEGRINI Y SERVANDO BAYO;5435731,69;6354668,14
2016;Noviembre;6:00 a 11:59;1;JORGE CURA Y PUEYRREDON;5437898,05;6352296,69
2016;Enero;6:00 a 11:59;1;MORENO Y PELLEGRINI;5438915,055;6354011,805
2016;FEBRERO;6:00 a 11:59;1;GALVEZ Y ROUILLON;5434415,15;6353418,04
2016;Junio;6:00 a 11:59;1;GARAY Y MITRE;5439554,54;6351889,51
2016;Junio;6:00 a 11:59;1;ARENALES Y ING THEDY;5437733,68;6357240,64
2016;Noviembre;6:00 a 11:59;1;GALVEZ Y MATIENZO;5435120,28;6353446,05
2016;FEBRERO;6:00 a 11:59;1;ALBERT SABIN 476 BIS;5435925.506782254;6357592.719111719
2016;marzo;6:00 a 11:59;1;AYACUCHO 6599;5440677.849883937;6347406.876598163
2016;Agosto;6:00 a 11:59;1;ALEM Y SAN JUAN;5441156,19;6354359,97
2016;Septiembre;6:00 a 11:59;1;ALBERDI Y BORDABEHERE;5437227035;6356407635
