Año;Mes de choque;Rango horario;Cantidad de lesionados;Lugar del accidente;Coordenada X;Coordenada Y
2016;Diciembre;18:00 a 23:59;1;CAMPBELL Y GABOTO;5433904,4;6352878,92
2016;FEBRERO;18:00 a 23:59;1;GENOVA Y MALABIA;5428919,46;6358139,75
2016;marzo;18:00 a 23:59;1;MENDOZA 5200;5435040,408;6355488,337
2016;Abril;18:00 a 23:59;1;MENDOZA Y TTE AGNETA;5434555,84;6355573,63
2016;Junio;18:00 a 23:59;1;ALVEAR Y AMENABAR;5438191,59;6352435,21
2016;FEBRERO;18:00 a 23:59;2;GALVEZ Y SARMIENTO;5439815,91;6352499,57
2016;marzo;18:00 a 23:59;1;ALVAREZ CONDARCO Y JOSE INGENIEROS;5429328,57;6358035,2
2016;Junio;18:00 a 23:59;1;FELIPE MORE Y VELEZ SARSFIELD;5435088,86;6357270,18
2016;Noviembre;18:00 a 23:59;1;27 DE FEBRERO Y PTE PERON;5435240,26;6353587,56
2016;Noviembre;18:00 a 23:59;1;PROVINCIAS UNIDAS Y SORRENTO;5433193,25;6359199,13
2016;Noviembre;18:00 a 23:59;1;ECHEVERRIA Y VELEZ SARSFIELD;5437131.58;6357358.42
2016;marzo;18:00 a 23:59;1;GABOTO Y LINIERS;5434780,11;6352912,29
2016;Agosto;18:00 a 23:59;1;GOYENA Y YAPEYU;5434472,42;6362662,25
2016;Octubre;18:00 a 23:59;1;MARCOS PAZ Y SERVANDO BAYO;5435879,41;6355382,55
2016;Diciembre;18:00 a 23:59;1;BAIGORRIA Y DE LOS GRANADEROS;5434014,52;6360776,56
2016;Agosto;18:00 a 23:59;1;MITRE Y MR ROSS;5439240,56;6350360,06
2016;Octubre;18:00 a 23:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Octubre;18:00 a 23:59;1;25 DE MAYO Y J B JUSTO;5432281,57;6358390,53
2016;Noviembre;18:00 a 23:59;1;ARIJON Y BERNA;;
2016;marzo;18:00 a 23:59;1;GARIBALDI Y OROÑO;5438003,53;6350880,485
2016;Septiembre;18:00 a 23:59;1;BIEDMA Y FRANCIA;5436963,36;6351626,1
2016;Septiembre;18:00 a 23:59;1;DON BOSCO Y GORRITI;5436339,86;6357499,8
2016;Septiembre;18:00 a 23:59;1;NUESTRA SRA DEL ROSARIO Y RODRIGUEZ;5437355,16;6348937,92
2016;Octubre;18:00 a 23:59;1;CASEROS Y VENESIA;5438025,51;6356977,13
2016;Noviembre;18:00 a 23:59;1;CULLEN Y MENDOZA;5433686,64;6355634,63
2016;Enero;18:00 a 23:59;1;BALCARCE Y JUAN CANALS;5438052,88;6350472,55
2016;FEBRERO;18:00 a 23:59;1;GALVEZ Y SANTIAGO;5438142,5;6352843,13
2016;marzo;18:00 a 23:59;1;AGRELO Y ARTIGAS;5435732,47;6359151,78
2016;Junio;18:00 a 23:59;1;AVELLANEDA Y CASILDA;5436739,28;6356988,85
2016;Enero;18:00 a 23:59;1;ARIEL Y CARRASCO;5434529,33;6357804,53
2016;marzo;18:00 a 23:59;1;DORREGO Y SEGUI;5438543,16;6351566,96
2016;marzo;18:00 a 23:59;1;GUTEMBERG Y RIOJA;5435699,83;6355800,16
2016;Agosto;18:00 a 23:59;1;SAN MARTIN 1354;5440293,29;6354183,35
2016;Septiembre;18:00 a 23:59;1;PEDRO LINO FUNES Y SEGUI;5434557,35;6352254,32
2016;Septiembre;18:00 a 23:59;1;PEDRO LINO FUNES Y PELLEGRINI;5434462,94;6354736,42
2016;Octubre;18:00 a 23:59;1;ALVAREZ CONDARCO Y JUAN JOSE PASO;5429267,73;6357679,32
2016;Diciembre;18:00 a 23:59;1;POLLEDO 2500;5432618,49;6360950,08
2016;Septiembre;18:00 a 23:59;1;PELLEGRINI Y SARMIENTO;5440077,6;6353773,25
2016;Octubre;18:00 a 23:59;1;SEGUI 6300;5433936,25;6352204,03
2016;Octubre;18:00 a 23:59;2;FERRAROTTI Y RIVAROLA;5432895,16;6352764,22
2016;Julio;18:00 a 23:59;3;9 DE JULIO Y CONSTITUCION;5436830,2;6354840,58
2016;Julio;18:00 a 23:59;1;CAFFERATA Y SANTA FE;5437285,69;6355761,45
2016;Noviembre;18:00 a 23:59;1;ESPAÑA Y LA PAZ;5439137,65;6353170,32
2016;Noviembre;18:00 a 23:59;1;JUJUY Y SUIPACHA;5438078,23;6356387,2
2016;marzo;18:00 a 23:59;1;3 DE FEBRERO Y ALSINA;5436599,74;6355010,7
2016;FEBRERO;18:00 a 23:59;1;25 DE MAYO Y SORRENTO;5432252,79;6359162,11
2016;Julio;18:00 a 23:59;1;AVELLANEDA Y MARCOS PAZ;5436388,66;6355277,66
2016;Julio;18:00 a 23:59;1;ECHEVERRIA Y LUIS CARBALLO;5437120,04;6357679,63
2016;Julio;18:00 a 23:59;1;CERRITO Y ROUILLON;5434384,62;6354207,01
2016;marzo;18:00 a 23:59;1;LAMADRID Y SARMIENTO;5439332,56;6349352,18
2016;marzo;18:00 a 23:59;1;ENTRE RIOS Y SAN JUAN;5439978,25;6354618,39
2016;Junio;18:00 a 23:59;1;GHANDI Y SOLIS;5434153,1;6357294,86
2016;Agosto;18:00 a 23:59;1;AVELLANEDA Y CARBALLO;5436880,35;6357668,52
2016;Septiembre;18:00 a 23:59;1;MENDOZA 7600;5432225,71;6355554,76
2016;Octubre;18:00 a 23:59;1;COLOMBRES 801;5436516,19;6359412,5
2016;Julio;18:00 a 23:59;1;MACIEL Y RONDEAU;5435486,27;6359676,63
2016;Enero;18:00 a 23:59;1;FRANCIA Y NTRA SRA DEL ROSARIO;5436660,54;6348909,16
2016;Abril;18:00 a 23:59;1;PTE ROCA Y URIBURU;5438625,77;6350026,36
2016;Junio;18:00 a 23:59;1;COCHABAMBA Y DORREGO;5439014,93;6353858,74
2016;marzo;18:00 a 23:59;2;RIO DE JANEIRO Y RIOBAMBA;5435983,62;6353953,62
2016;Octubre;18:00 a 23:59;2;CALLAO Y PELLEGRINI;5438024,41;6354199,43
2016;Diciembre;18:00 a 23:59;1;CATAMARCA Y ESPAÑA;5439676,15;6355785,63
2016;Diciembre;18:00 a 23:59;2;ARIJON Y OVIDIO LAGOS;5436815,77;6348589,16
2016;Septiembre;18:00 a 23:59;1;BELGRANO Y URIBURU;5441904,7;6350172,67
2016;Septiembre;18:00 a 23:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,67
2016;Septiembre;18:00 a 23:59;1;CORDOBA Y LAPRIDA;5440723,85;6354881,5
2016;Julio;18:00 a 23:59;1;ITALIA Y CORDOBA;5439416,1;6355166,88
2016;FEBRERO;18:00 a 23:59;1;PELLEGRINI 5800;5434354,43;6354708,69
2016;marzo;18:00 a 23:59;1;BRASIL Y URQUIZA;5432671,91;6356350,68
2016;marzo;18:00 a 23:59;1;SAN MARTIN 2800;5439945,744;6352327,343
2016;Noviembre;18:00 a 23:59;1;ENTRE RIOS Y GABOTO;5439448,55;6352044,3
2016;Julio;18:00 a 23:59;1;CATAMARCA Y ESPAÑA;5439676,15;6355785,63
2016;Noviembre;18:00 a 23:59;1;ALBERDI Y FRENCH;5436289,5;6357789,45
2016;marzo;18:00 a 23:59;1;PELLEGRINI Y SAN NICOLAS;5436879,05;6354431,62
2016;Agosto;18:00 a 23:59;1;9 DE JULIO Y CARRIEGO;5435427,9;6355131,1
2016;Agosto;18:00 a 23:59;1;9 DE JULIO Y RICCHIERI;5437847,29;6354630,68
2016;Agosto;18:00 a 23:59;1;AVELLANEDA Y URIBURU;5435625,97;6349900,74
2016;Octubre;18:00 a 23:59;1;BENITO JUAREZ Y PARAGUAY;5438769,78;6349792,34
2016;Octubre;18:00 a 23:59;1;DR VICTOR CUE BIS 861;5434775,05;6358096,73
2016;Octubre;18:00 a 23:59;1;AMBATO Y JUAN JOSE PASO;5429376,47;6357683,44
2016;Octubre;18:00 a 23:59;1;CENTENARIO Y HUNGRIA;5440695,41;6348617,24
2016;Diciembre;18:00 a 23:59;2;SOMOZA Y POLLEDO;5432599,37;6361057,18
2016;Septiembre;18:00 a 23:59;1;PUNTA LARA Y RONDEAU;5434990,28;6361621
2016;Octubre;18:00 a 23:59;1;BATTLE ORDOÑEZ 3600;5435998,12;6347917,54
2016;Diciembre;18:00 a 23:59;1;24 DE SETIEMBRE 1456;5439090,72;6351336,45
2016;Diciembre;18:00 a 23:59;1;COCHABAMBA Y PROVINCIAS UNIDAS;5433404,69;6354562,74
2016;Enero;18:00 a 23:59;1;P L FUNES Y PTE PERON;5434523,98;6353175,66
2016;marzo;18:00 a 23:59;1;COLON Y SAAVEDRA;5440788;6351237,84
2016;Agosto;18:00 a 23:59;1;25 DE MAYO Y BAIGORRIA;5432676,38;6360772,15
2016;Octubre;18:00 a 23:59;1;CENTENO Y GARIBALDI;;
2016;Octubre;18:00 a 23:59;1;J J PASO Y PROVINCIAS UNIDAS;5433251,09;6357831,13
2016;Julio;18:00 a 23:59;1;ALBERT SABIN Y DON ORIONE;5435960,3;6357538,96
2016;Julio;18:00 a 23:59;1;BLANDENGUES Y DRAGONES DE ROSARIO;5439180,55;6347468,65
2016;Abril;18:00 a 23:59;1;CORRIENTES Y SAAVEDRA;5439213,19;6351561,69
2016;Junio;18:00 a 23:59;2;ARIJON Y LAPRIDA;5439539,25;6348704,06
2016;Noviembre;18:00 a 23:59;1;FELIPE MORE Y RIOBAMBA;5435184,24;6354105,55
2016;Julio;18:00 a 23:59;1;BAIGORRIA Y RONDEAU;5435127,09;6361033,77
2016;Noviembre;18:00 a 23:59;1;J J PASO Y ROULLION;5434236,85;6357880,01
2016;Noviembre;18:00 a 23:59;1;RIVAROLA 7100;5432997,74;6352784,04
2016;marzo;18:00 a 23:59;1;PROVINCIAS UNIDAS Y RIO NEGRO;5433387,765;6354968,7
2016;Junio;18:00 a 23:59;1;BELGRANO Y PASCO;5441834,592;6353131,513
2016;Septiembre;18:00 a 23:59;1;27 DE FEBRERO Y RODRIGUEZ;5437913,98;6353024,3
2016;Septiembre;18:00 a 23:59;1;MORENO Y PELLEGRINI;5438915,06;6354011,8
2016;Octubre;18:00 a 23:59;1;GARAY Y PTE ROCA;5439032,45;6351997,15
2016;Octubre;18:00 a 23:59;1;BAIGORRIA Y RONDEAU;5435127,09;6361033,77
2016;Septiembre;18:00 a 23:59;1;RONDEAU 1700;5435253,68;6360398,78
2016;Noviembre;18:00 a 23:59;1;NECOCHEA 2732;5441101,76;6352193,96
2016;Julio;18:00 a 23:59;1;DANTE ALIGHIERI 2400;5438240,42;6353183,08
2016;Diciembre;18:00 a 23:59;1;AVELLANEDA 2800;5435974,47;6353144,78
2016;Julio;18:00 a 23:59;1;AVELLANEDA Y CANDIDO CARBALLO;5436880,35;6357668,52
2016;Julio;18:00 a 23:59;1;BAIGORRIA Y BOEDO;5433905,37;6360772,47
2016;Julio;18:00 a 23:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;FEBRERO;18:00 a 23:59;1;27 DE FEBRERO Y SAN NICOLAS;5436641,75;6353285,82
2016;FEBRERO;18:00 a 23:59;1;CAZADORES Y CERESETO;5437035,13;6348486,58
2016;Junio;18:00 a 23:59;2;AVELLANEDA Y WINTER;5435633,25;6350670,88
2016;Enero;18:00 a 23:59;1;AREVALO Y CULLEN;5433638,23;6356695,6
2016;marzo;18:00 a 23:59;1;ANCHORIS Y BAIGORRIA;5434400,79;6360840,31
2016;FEBRERO;18:00 a 23:59;1;OROÑO Y PELLEGRINI;5438658,82;6354063,85
2016;Junio;18:00 a 23:59;1;ESTEBAN DE LUCA Y RODRIGUEZ;5437315,86;6349503,23
2016;Noviembre;18:00 a 23:59;1;AREVALO Y CULLEN;5433638,23;6356695,6
2016;Septiembre;18:00 a 23:59;1;PROVINCIAS UNIDAS Y SCHWEITZER;5433216,85;6358627,35
2016;Septiembre;18:00 a 23:59;1;RICCHIERI Y RIOJA;5437991,59;6355326,41
2016;Octubre;18:00 a 23:59;1;OCAMPO Y SAN MARTIN;5440006,68;6352725,96
2016;Diciembre;18:00 a 23:59;1;OROÑO 4200;5438026,26;6350862,87
2016;Septiembre;18:00 a 23:59;1;ALEM Y MENDOZA;5441129,9;6354229,5
2016;Octubre;18:00 a 23:59;1;25 DE MAYO Y OROÑO;5437906,56;6347496,74
2016;Octubre;18:00 a 23:59;1;CAMILO ALDAO Y SEGUI;5435045,5;6352269,55
2016;Abril;18:00 a 23:59;1;PARAGUAY Y SEGUI;5439057,83;6351461,17
2016;Junio;18:00 a 23:59;1;FELIPE MORE Y SANTA FE;5435129,64;6356194,25
2016;Junio;18:00 a 23:59;1;DEAN FUNES Y SAN MARTIN;5439797,56;6351706,415
2016;FEBRERO;18:00 a 23:59;2;OVIDIO LAGOS Y PIAMONTE;5436358,46;6346072,22
2016;Noviembre;18:00 a 23:59;1;1433 Y PROVINCIAS UNIDAS;5433212,18;6358759,43
2016;Noviembre;18:00 a 23:59;1;BENITO JUAREZ Y SPEZIA;5437361,57;6349728,89
2016;Noviembre;18:00 a 23:59;1;CIUDADELA Y POLLEDO;5432603,96;6360937,54
2016;Enero;18:00 a 23:59;1;ALEM Y RIOJA;5441211,99;6354631,68
2016;Junio;18:00 a 23:59;1;ECUADOR Y FRENCH;5433048,31;6357658,28
2016;Abril;18:00 a 23:59;2;LA PAZ Y MITRE;5439790,72;6353035,59
2016;Enero;18:00 a 23:59;1;CIRCUNVALACION Y OVIDIO LAGOS;5436741,952;6348141,684
2016;Agosto;18:00 a 23:59;1;DR RIVAS Y GRANDOLI;5441272,24;6350475
2016;Septiembre;18:00 a 23:59;1;OCAMPO Y PROVINCIAS UNIDAS;5433440,63;6353648,66
2016;Septiembre;18:00 a 23:59;1;PROVINCIAS UNIDAS Y PTE PERON;5433484,76;6352547,61
2016;Octubre;18:00 a 23:59;1;27 DE FEBRERO Y NICARAGUA;5432691,68;6353472,41
2016;Diciembre;18:00 a 23:59;1;ROUILLON Y SEGUI;5434460,94;6352245,97
2016;Agosto;18:00 a 23:59;1;COCHABAMBA Y SARMIENTO;5440051,15;6353646,13
2016;Septiembre;18:00 a 23:59;1;MORENO Y TUCUMAN;5439267,58;6355733,41
2016;Diciembre;18:00 a 23:59;1;ALVEAR 3900;5437938,35;6351279,84
2016;Noviembre;18:00 a 23:59;1;CISNERO Y LARREA;5434959,77;6351385,25
2016;Julio;18:00 a 23:59;1;CHACABUCO Y RIOBAMBA;5441384,6;6352841
2016;Julio;18:00 a 23:59;1;LAVALLE Y SEGUI;5435870,47;6352117,49
2016;FEBRERO;18:00 a 23:59;1;AVELLANEDA Y GALVEZ;5435978,85;6353289,47
2016;Abril;18:00 a 23:59;1;ESPAÑA Y MENDOZA;5439426,77;6354573,74
2016;Agosto;18:00 a 23:59;1;BAIGORRIA 2500;5432963,87;6360770,83
2016;Octubre;18:00 a 23:59;1;AMENABAR Y AVELLANEDA;5435900,24;6352907,82
2016;Diciembre;18:00 a 23:59;1;ITALIA Y SAN LUIS;5439356,23;6354876,65
2016;Noviembre;18:00 a 23:59;1;ESPAÑA Y VIRASORO;5439007,09;6352533,34
2016;Enero;18:00 a 23:59;1;ENTRE RIOS Y RIOJA;5440036,49;6354902,39
2016;FEBRERO;18:00 a 23:59;1;AVELLANEDA Y URIBURU;5435625,97;6349900,74
2016;Abril;18:00 a 23:59;1;BIEDMA Y CHACABUCO;5440964,7;6350802,68
2016;Junio;18:00 a 23:59;1;CALLAO Y MADRE CABRINI;5437277,59;6348388,86
2016;Abril;18:00 a 23:59;1;SAN MARTIN 5800;5439313.329872289;6348544.7502557775
2016;Noviembre;18:00 a 23:59;1;BALCARCE Y URQUIZA;5439113,98;6355630,13
2016;Noviembre;18:00 a 23:59;1;MATIENZO Y URQUIZA;5435003,89;6356442,24
2016;FEBRERO;18:00 a 23:59;1;DARRAGUEIRA Y WASHINGTON;5435174,83;6359902,11
2016;Abril;18:00 a 23:59;1;TACUARI 3400;5435153.611610001;6361900.239383796
2016;Junio;18:00 a 23:59;1;ENTRE RIOS Y OCAMPO;5439605,87;6352808,68
2016;Septiembre;18:00 a 23:59;1;27 DE FEBRERO Y GARZON;5434092,48;6353525,48
2016;Septiembre;18:00 a 23:59;1;ALEM Y AMENABAR;5440659,45;6351927,88
2016;Diciembre;18:00 a 23:59;1;JOSE INGENIEROS Y PROVINCIAS UNIDAS;5433232,89;6358186,44
2016;Agosto;18:00 a 23:59;1;AVELLANEDA Y SABIN;5436721,2;6356903,32
2016;Septiembre;18:00 a 23:59;1;PTE PERON 8000;5431972,36;6351604,89
2016;Septiembre;18:00 a 23:59;1;CULLEN Y MENDOZA;5433686,64;6355634,63
2016;Septiembre;18:00 a 23:59;2;25 DE MAYO Y PTE PERON;5432977,96;6352241,67
2016;Octubre;18:00 a 23:59;1;ANCHORENA Y BERMUDEZ;5439928,21;6349303,07
2016;Octubre;18:00 a 23:59;2;FRANCIA Y SEGUI;5437015,88;6351881,28
2016;Julio;18:00 a 23:59;1;ALEM Y RIOBAMBA;5440868,66;6352946,8
2016;FEBRERO;18:00 a 23:59;1;ARIJON Y RODRIGUEZ;5437368,89;6348612,5
2016;FEBRERO;18:00 a 23:59;1;CERRITO Y CONSTITUCION;5436646,06;6353948,84
2016;Junio;18:00 a 23:59;1;G CARRASCO Y SOLIS;5434133,14;6357790,05
2016;Abril;18:00 a 23:59;1;LINIERS Y VIAMONTE;5434744,25;6353825,44
2016;Enero;18:00 a 23:59;1;PELLEGRINI Y PROVINCIAS UNIDAS;5433399,406;6354695,723
2016;marzo;18:00 a 23:59;1;CASILDA 5100;5434831.2716204915;6356896.0331163695
2016;Junio;18:00 a 23:59;1;3 DE FEBRERO Y LAVALLE;5436472,14;6355037,04
2016;marzo;18:00 a 23:59;1;ALEM Y MENDOZA;5441129,9;6354229,5
2016;Junio;18:00 a 23:59;1;NEUQUEN Y PROVINCIAS UNIDAS;5433380,265;6355139,26
2016;Agosto;18:00 a 23:59;1;CASTELLANOS Y SEGUI;5436124,29;6352065,15
2016;Agosto;18:00 a 23:59;1;AVELLANEDA Y LA PAZ;5436083,99;6353799,87
2016;Septiembre;18:00 a 23:59;1;CORDOBA Y SUIPACHA;5437891,11;6355480,65
2016;Octubre;18:00 a 23:59;1;BIEDMA Y CRESPO;5436708,86;6351678,48
2016;Diciembre;18:00 a 23:59;2;CRESPO Y LAMADRID;5436378,86;6349231,84
2016;Enero;18:00 a 23:59;1;SAAVEDRA 426;5440497,872;6351312,365
2016;FEBRERO;18:00 a 23:59;1;25 DE MAYO Y URIBURU;5434425,19;6349866,32
2016;FEBRERO;18:00 a 23:59;1;CASTAGNINO Y ESQUIVEL;5433987,64;6360055,99
2016;Abril;18:00 a 23:59;1;AVELLANEDA Y URIBURU;5435625,965;6349900,737
2016;marzo;18:00 a 23:59;1;DR RIVAS Y OROÑO;5438056,615;6351135,785
2016;Octubre;18:00 a 23:59;1;SALTA 1556;5439893,46;6355891,45
2016;Diciembre;18:00 a 23:59;4;ALBERDI Y RECONQUISTA;5436079,22;6358096,63
2016;Septiembre;18:00 a 23:59;1;MORRISON Y SARRATEA;5430682,45;6357200,61
2016;Octubre;18:00 a 23:59;1;GARCIA VELLOSO Y RECONQUISTA;5435932,52;6358087,49
2016;Octubre;18:00 a 23:59;1;J B JUSTO Y VENEZUELA;5432129,76;6358384,62
2016;Diciembre;18:00 a 23:59;1;SAN MARTIN Y VIRASORO;5439928,03;6352344,24
2016;Julio;18:00 a 23:59;1;25 DE MAYO Y DERQUI;;
2016;Enero;18:00 a 23:59;1;CORDOBA Y VERA MUJICA;5437636,44;6355533,18
2016;Abril;18:00 a 23:59;1;AGUERO Y PINTOR MUSTO;5434748,42;6363085,25
2016;Enero;18:00 a 23:59;1;ECUADOR Y PASCO;5433188,92;6354425,16
2016;Junio;18:00 a 23:59;1;CONSTITUCION Y TUCUMAN;5437106,19;6356178,22
2016;Noviembre;18:00 a 23:59;1;CULLEN UGARTE Y IRALA;5431684,37;6362518,33
2016;Enero;18:00 a 23:59;1;AMENABAR Y AYACUCHO;5440792,29;6351900,64
2016;Abril;18:00 a 23:59;1;DR RIVAS Y SANTIAGO;5437801,56;6351188,28
2016;Junio;18:00 a 23:59;1;ABANDERADO GRANDOLI Y DR RIVAS;5441274,145;6350474,685
2016;Agosto;18:00 a 23:59;2;FRANCIA Y LOPEZ ESTANISLAO;5438133,69;6357306,64
2016;Diciembre;18:00 a 23:59;2;CASIANO CASAS Y GHIRALDO;5433342,11;6359995,33
2016;Diciembre;18:00 a 23:59;1;AVELLANEDA Y LUIS CARBALLO;5436880,35;6357668,52
2016;Julio;18:00 a 23:59;1;27 DE FEBRERO Y VERA MUJICA;5437151,125;6353181,08
2016;Julio;18:00 a 23:59;1;OROÑO Y SANCHO PANZA;5437834,86;6349157,55
2016;Enero;18:00 a 23:59;1;27 DE FEBRERO Y LARREA;5434874,66;6353570,19
2016;Enero;18:00 a 23:59;1;ENTRE RIOS Y SEGUI;5439317,54;6351407,85
2016;Junio;18:00 a 23:59;1;MARTINEZ ESTRADA Y TARRAGONA;5431212,17;6358814,75
2016;Agosto;18:00 a 23:59;2;GABOTO Y PRINCIPE DE GALES;5437065,6;6352534,3
2016;Septiembre;18:00 a 23:59;1;AVELLANEDA Y ING MOSCONI;5435634,5;6350829,71
2016;Septiembre;18:00 a 23:59;1;OVIDIO LAGOS 6600;5436584,85;6347376,43
2016;Diciembre;18:00 a 23:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Noviembre;18:00 a 23:59;1;COCHABAMBA Y FRAGA;5433624,86;6354571,14
2016;Enero;18:00 a 23:59;1;CALLAO Y URIBURU;5437151,35;6349961,865
2016;Enero;18:00 a 23:59;1;CARBALLO Y ECHEVERRIA;5437119,97;6357681,453
2016;Julio;18:00 a 23:59;1;AO ROSARIO;;
2016;Noviembre;18:00 a 23:59;1;JUAN B JUSTO 6994;5432877,29;6358428,67
2016;Enero;18:00 a 23:59;1;NTRA SRA DEL ROSARIO Y OROÑO;5437843,76;6348958,425
2016;FEBRERO;18:00 a 23:59;1;FORMOSA Y H PRIMERO;5435357,73;6356779,32
2016;marzo;18:00 a 23:59;1;LITUANIA 5300;5441996,872;6349227,463
2016;Enero;18:00 a 23:59;2;LA PAZ Y NECOCHEA;5441229,58;6352739,88
2016;Agosto;18:00 a 23:59;1;OLIVE 800;5436806,58;6358706,09
2016;Agosto;18:00 a 23:59;1;LAINEZ Y LEIVA;5440395,17;6348488,8
2016;Agosto;18:00 a 23:59;1;CASTRO BARROS Y HILARION DE LA QUINTANA;5441168,24;6349005,01
2016;Septiembre;18:00 a 23:59;1;ALSINA Y CORDOBA;5436745,71;6355717,07
2016;Agosto;18:00 a 23:59;1;MENDOZA Y SAN NICOLAS;5437009,9;6355068,04
2016;Agosto;18:00 a 23:59;1;BERTOLE Y LARRALDE;5432124,54;6352820,77
2016;Octubre;18:00 a 23:59;1;CONSTITUCION Y SEGUI;5436251,54;6352038,91
2016;Enero;18:00 a 23:59;1;GUEMES Y OVIDIO LAGOS;5438386,04;6356592,39
2016;FEBRERO;18:00 a 23:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Junio;18:00 a 23:59;1;ABANDERADO GRANDOLI Y PTE QUINTANA;5441279,79;6350607,17
2016;Junio;18:00 a 23:59;1;CONVENCION Y SEGUI;5441383,9;6350981,48
2016;FEBRERO;18:00 a 23:59;1;27 DE FEBRERO Y LINIERS;5434754,1;6353565,74
2016;Enero;18:00 a 23:59;1;AYACUCHO Y URIBURU;5440470,744;6350106,086
2016;Enero;18:00 a 23:59;1;J J PASO Y PROVINCIAS UNIDAS;5433251,094;6357831,13
2016;Enero;18:00 a 23:59;1;RIVAROLA 8000;5431656,338;6352723,225
2016;Junio;18:00 a 23:59;1;DORREGO Y URUGUAY;5438594,96;6351821,38
2016;Junio;18:00 a 23:59;1;PAVON Y REGIMIENTO 11;5440726,19;6349222,5
2016;Junio;18:00 a 23:59;1;DARREGUEIRA Y LARRECHEA;5435035,22;6360437,6
2016;Octubre;18:00 a 23:59;1;SAN MARTIN Y URIBURU;5439557,84;6350066,98
2016;Julio;18:00 a 23:59;1;CORRIENTES Y SAN LUIS;5439871,06;6354761,52
2016;Julio;18:00 a 23:59;1;DE ANGELIS Y LA REPUBLICA;5434623.19;6358076
2016;Julio;18:00 a 23:59;2;GABOTO Y OROÑO;5438292,15;6352280,8
2016;Noviembre;18:00 a 23:59;1;FRAGA Y SEGUI;5433701.7;6352227.47
2016;Enero;18:00 a 23:59;3;CATAMARCA Y OROÑO;5439040,83;6355917,245
2016;Enero;18:00 a 23:59;1;ANDRADE Y CASTRO BARROS;5441144,18;6349565,46
2016;Enero;18:00 a 23:59;1;CIRCUNVALACION Y MENDOZA;5432430,879;6355584,276
2016;Enero;18:00 a 23:59;1;ESPAÑA Y URUGUAY;5438849,6;6351769,07
2016;Abril;18:00 a 23:59;1;AVELLANEDA Y MOSCONI;5435634,503;6350829,713
2016;Agosto;18:00 a 23:59;1;PTE ROCA Y URQUIZA;5439752,25;6355498,08
2016;Agosto;18:00 a 23:59;1;OMBU Y PUEYRREDON;5437487,13;6348289,46
2016;Octubre;18:00 a 23:59;1;MENDOZA Y  VERA  MUJICA;5437519,19;6354962,9
2016;Octubre;18:00 a 23:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Julio;18:00 a 23:59;1;BATTLE ORDOÑEZ Y SAN MARTIN;5439200,95;6348040,37
2016;Noviembre;18:00 a 23:59;1;PROVINCIAS UNIDAS Y SORRENTO;5433193,25;6359199,13
2016;FEBRERO;18:00 a 23:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,67
2016;marzo;18:00 a 23:59;1;DEAN FUNES Y ENTRE RIOS;5439395,65;6351789,4
2016;Junio;18:00 a 23:59;1;ALEM Y SAAVEDRA;5440528,63;6351290,68
2016;Noviembre;18:00 a 23:59;1;RODRIGUEZ Y URIBURU;5437285,26;6349967,81
2016;Julio;18:00 a 23:59;1;BOLIVIA Y CERRITO;5433305,05;6354165,09
2016;Julio;18:00 a 23:59;1;OROÑO Y TUCUMAN;5439013,65;6355785,29
2016;Julio;18:00 a 23:59;1;25 DE MAYO Y JUAN JOSE PASO;5432314,79;6357797,78
2016;Diciembre;18:00 a 23:59;1;FELIPE MORE Y RIOJA;5435141,42;6355911,12
2016;Diciembre;18:00 a 23:59;1;GALVEZ 2400;5438132,8;6352860,45
2016;Diciembre;18:00 a 23:59;1;FRANCIA Y SEGUI;5437015,88;6351881,28
2016;Septiembre;18:00 a 23:59;1;CORRIENTES Y RUEDA;5439370,47;6352326,13
2016;Septiembre;18:00 a 23:59;1;3 DE FEBRERO Y LAPRIDA;5440559,97;6354197,26
2016;Julio;18:00 a 23:59;1;ALBERT SABIN Y JUAN JOSE PASO;5435560,62;6357933,73
2016;Julio;18:00 a 23:59;1;FRAGA Y JOSE INGENIEROS;5433440,14;6358194,62
2016;Noviembre;18:00 a 23:59;1;CANGALLO Y JUNIN;5436614,73;6357151,31
2016;FEBRERO;18:00 a 23:59;1;1 DE MAYO 4000;5440252,23;6350677,41
2016;Abril;18:00 a 23:59;1;AYACUCHO Y GARAY;5440739,52;6351645,85
2016;FEBRERO;18:00 a 23:59;1;J J PEREZ Y SOMOZA;5431724,43;6361023,04
2016;FEBRERO;18:00 a 23:59;1;OROÑO Y RUEDA;5438344,42;6352536,68
2016;Septiembre;18:00 a 23:59;1;DR RIVAS Y OROÑO;5438056,61;6351135,78
2016;Septiembre;18:00 a 23:59;1;J J PASO Y PEDRO LINO FUNES;5434336,63;6357883,98
2016;Noviembre;18:00 a 23:59;1;LA PAZ Y SAN MARTIN;5440058,85;6352980,26
